video_id;title;publish_date;video_length_seconds;wiedergabezeit_minuten;durchschnittliche_wiedergabedauer;durchschnittliche_wiedergabedauer_prozent;gewonnene_abonnenten;verlorene_abonnenten;aufrufe;likes;dislikes;geteilte_inhalte;kommentare;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-;audience_female_age13-17;audience_male_age13-17;Neue Zuschauer;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;Mag ich nicht-Bewertungen;Im Feed angezeigt;Impressionen;Klickrate der Impressionen (%);Thema;Bewertung_Titel;Gestaltung_Thumbnail
bUnwoBKnfSM;LIVE: Politischer Aschermittwoch der CSU mit Markus Söder;14.02.2024 11:18;1983;355232;579,0;29,22;37,0;1;36786;369;129;564;0,0;0,4;2,8;1,0;7,6;1,8;10,1;3,3;11,7;6,4;18,5;11,3;25,2;;;11443,0;0;0;0;129;0;405458,0;4,71;Live;8,5;2
OGIvYuXILO8;LIVE: Statement des SPD-Fraktionsvorsitzenden Mützenich zum Auftakt der Haushaltswoche;09.09.2024 15:52;394;2760;116,0;29,45;0,0;0;1427;11;11;1;0,0;;;;;;5,8;;13,8;6,2;24,7;8,6;40,9;;;37,0;0;0;0;11;0;24587,0;4,66;Live;8,5;3
WqKq2kVd9us;LIVE: Statement der FDP zur Fraktionssitzung im Bundestag;24.09.2024 13:17;667;8985;196,0;29,47;1,0;1;2743;21;18;4;0,0;;2,6;;7,3;1,2;12,9;2,2;14,7;6,0;21,3;9,6;22,3;;;89,0;0;0;0;18;0;35393,0;5,67;Live;8,5;3
0W0ErvoN4dQ;LIVE: Pressekonferenz mit Omid Nouripour zur Landtagswahl in Brandenburg;23.09.2024 14:13;467;10222;137,0;29,52;0,0;1;4449;12;57;6;0,0;;;;4,1;1,4;8,1;2,8;11,8;6,5;22,8;12,8;29,6;;;217,0;0;0;0;57;0;31319,0;5,49;Live;8,0;3
mYCa0f5agro;Europawahl 2024 LIVE: Pressekonferenz der AfD;10.06.2024 14:16;871;99651;258,0;29,71;28,0;0;23108;232;52;65;0,0;1,0;4,0;2,7;10,4;4,4;15,5;4,4;13,9;6,8;16,2;6,4;14,3;;;2848,0;0;0;0;52;0;215143,0;6,81;Live;7,5;3
dgGa-NFUQ38;LIVE: Statement von Christian Lindner zum Ampel-Aus;07.11.2024 12:55;1461;751097;436,0;0,0;100,0;9;103173;1078;171;831;0,0;1,2;5,5;3,1;16,3;3,9;18,3;3,5;13,0;5,3;13,8;5,3;10,5;0,0;1,0;25121,0;0;0;0;171;0;996995,0;6,97;Live;6,5;3
CxZN_x9fKoE;LIVE: Statement der SPD zur Fraktionssitzung im Bundestag;24.09.2024 14:42;647;6170;193,0;29,93;0,0;0;1912;12;12;3;0,0;;;;4,1;;7,5;1,3;13,3;6,8;22,6;10,8;33,6;;;40,0;0;0;0;12;0;33480,0;4,04;Live;6,5;3
PsDurZK0CD0;Europawahl 2024 LIVE: Das BSW ordnet die Ergebnisse der Europawahl ein;10.06.2024 13:13;660;28001;199,0;30,18;10,0;1;8436;130;12;44;0,0;0,8;3,0;2,3;6,7;5,4;10,1;4,9;8,5;8,5;16,2;11,6;22,0;;;1729,0;0;0;0;12;0;71415,0;4,26;Live;8,5;3
mvv1WXuhGVo;LIVE: GDL-Chef Weselsky in Stuttgart zum Streik;25.01.2024 11:55;1782;256320;549,0;30,83;33,0;1;27989;910;44;1722;0,0;0,2;4,8;1,2;14,5;2,4;18,4;3,4;16,1;4,3;16,8;4,5;13,3;;;12750,0;0;0;0;44;0;304905,0;3,78;Live;7,5;3
PC_bXPpa67k;LIVE: Pressekonferenz der Ukraine-Kontaktgruppe;06.09.2024 16:37;522;35150;161,0;30,97;11,0;0;13044;152;21;14;0,0;;0,5;0,3;2,4;1,3;9,3;1,6;13,9;4,5;23,7;9,4;33,1;;;293,0;0;0;0;21;0;124582,0;6,22;Live;7,5;3
kCsdwUOH8EY;LIVE: Statement der sondierenden Thüringer CDU, SPD und BSW;02.10.2024 14:05;305;48257;94,0;31,08;6,0;1;30548;96;165;35;0,0;0,2;1,8;0,4;4,5;1,3;7,8;2,3;11,5;6,5;20,7;12,3;30,7;;;1889,0;0;0;0;165;0;176272,0;10,12;Live;6,5;3
7wpw4m6pIT0;LIVE: Statement AfD zur Fraktionssitzung;12.03.2024 15:04;998;12181;311,0;31,18;4,0;1;2349;73;18;27;0,0;;;;6,9;;14,9;2,4;14,9;8,3;19,4;7,8;25,2;;;429,0;0;0;0;18;0;36745,0;3,13;Live;6,5;1
V3wEPZ4iFvM;LIVE: Statement Habeck in Peking;21.06.2024 15:14;604;23630;190,0;31,58;8,0;3;7432;78;117;31;0,0;;0,8;;3,9;1,8;9,1;2,8;11,4;7,0;18,5;16,7;28,0;;;513,0;0;0;0;117;0;71416,0;5,83;Live;6,5;3
n_T6AVLYOaQ;LIVE: Statement von Bundeskanzler Scholz bei der Weihnachtsbaum-Übergabe;27.11.2024 16:58;383;4282;120,0;31,59;3,0;0;2124;25;16;48;0,0;;14,4;;18,8;4,3;14,9;4,8;7,9;6,5;10,0;8,9;9,6;;;410,0;0;0;0;16;0;30721,0;4,3;Live;8,5;3
Rc9KYcWCPxw;LIVE: Statement der Grünen zur Fraktionssitzung im Bundestag;24.09.2024 12:14;496;22440;157,0;31,72;6,0;3;8558;41;167;30;0,0;0,4;2,9;0,7;8,7;2,2;12,5;2,8;13,0;5,8;22,9;7,5;20,7;;;1331,0;0;0;0;167;0;71052,0;8,24;Live;6,5;3
FvcGrCjoOhE;LIVE: ntv Talk Spezial: Europawahl 2024  Runde der Parteichefs;09.06.2024 21:21;3800;13595505;1223,0;32,19;1528,0;49;666883;6680;2040;6665;4888,0;2,2;9,8;3,6;19,1;3,8;17,5;3,5;12,0;4,3;11,0;4,2;8,5;1,0;2,0;119316,0;0;0;0;2040;0;6211701,0;6,76;Live;6,5;1
sRHSeUZkJ5M;LIVE: Debatte im Bundestag zum Einzeletat Verteidigung;11.09.2024 15:39;621;7457;201,0;32,46;1,0;0;2220;48;20;15;0,0;;;;7,0;;14,0;1,4;13,2;6,5;19,3;10,1;28,6;;;97,0;0;0;0;20;0;41790,0;4,02;Live;6,5;3
OqUQlxPNLeQ;LIVE: Pressekonferenz DFB;19.03.2024 13:30;834;4444;272,0;32,66;2,0;1;979;3;3;4;0,0;;;;14,7;;20,7;;19,0;;24,4;;21,3;;;148,0;0;0;0;3;0;27203,0;2,92;Live;6,5;3
SHQprr559Sg;LIVE: Pressekonferenz Wagenknecht  zur Gründung BSW;23.02.2024 13:26;431;3726;141,0;32,93;3,0;0;1575;29;3;4;0,0;;;;8,5;;12,4;;12,6;5,3;20,7;11,5;28,8;;;165,0;0;0;0;3;0;37876,0;3,09;Live;6,5;1
GLhveJ65_eM;Elefantenrunde diesmal live bei ntv - Politikchef Nikolaus Blome zur Europawahl | ntv;08.06.2024 10:22;134;3936;44,0;33,22;3,0;0;5306;32;20;7;43,0;0,6;3,2;1,2;6,9;2,1;8,0;3,4;11,1;8,7;17,6;15,8;21,4;;;1502,0;0;0;0;20;0;97122,0;1,86;Live;6,5;2
8ZcUG_CuqGc;LIVE: Pressekonferenz DFB;22.03.2024 16:40;1296;30545;434,0;33,56;7,0;1;4214;29;3;2;0,0;;7,9;0,7;20,8;1,5;20,0;0,7;13,5;1,7;18,7;1,4;12,9;;;1357,0;0;0;0;3;0;58643,0;5,74;Live;6,5;3
lX5aXWclEvs;LIVE: Statement Bundesverteidigungsminister Pistorius bei der Münchner Sicherheitskonferenz;16.02.2024 15:17;460;8935;154,0;33,63;5,0;2;3466;81;28;45;0,0;;2,3;;6,2;1,0;17,2;2,1;13,7;6,2;20,4;8,0;23,0;;;458,0;0;0;0;28;0;41565,0;5,22;Live;7,5;3
ywl5tU9SBuw;LIVE: Pressekonferenz mit Pistorius und französischem Amtskollegen Lecornu;22.03.2024 10:51;903;35301;304,0;33,67;7,0;0;6967;145;22;35;0,0;;0,7;0,5;4,1;1,4;11,8;2,2;16,1;3,7;25,9;7,4;26,2;;;362,0;0;0;0;22;0;90110,0;5,83;Live;8,0;3
pkCfCfilfAY;LIVE: Amtseinführung Wladimir Putin;07.05.2024 11:17;870;54749;295,0;33,96;13,0;2;11117;133;69;89;0,0;0,3;2,0;0,8;6,6;1,6;13,5;1,8;14,5;5,1;20,4;8,0;25,5;;;1346,0;0;0;0;69;0;108507,0;7,2;Live;8,5;3
u9_NzViCkD4;LIVE: Statement Merz zu Solingen und dem Gespräch mit Scholz;27.08.2024 15:39;2153;244944;738,0;34,32;35,0;1;19888;341;68;129;0,0;0,3;1,6;0,8;5,7;2,5;10,7;4,0;12,4;8,4;17,9;14,2;21,4;;;1924,0;0;0;0;68;0;323245,0;3,84;Live;7,5;3
xZtinIhZFNM;LIVE: Statements Wüst, Kretschmann und Günther zu Sicherheit und Migration;27.09.2024 09:34;524;9077;182,0;34,89;1,0;0;2979;40;24;14;0,0;;;;5,7;1,3;9,0;3,9;12,1;10,8;17,6;17,6;22,0;;;115,0;0;0;0;24;0;39916,0;5,54;Live;8,0;3
RF8lwCEQXw0;LIVE: Pressekonferenz der FDP nach den Landtagswahlen in Thüringen und Sachsen;02.09.2024 11:55;669;94559;235,0;35,15;19,0;2;24127;158;191;73;0,0;0,1;1,8;0,5;6,1;1,8;11,5;2,9;13,4;7,0;22,0;10,0;22,7;;;2128,0;0;0;0;191;0;162172,0;10,28;Live;8,5;3
a_QjY_sidC4;LIVE: Pressekonferenz der AfD nach den Landtagswahlen in Thüringen und Sachsen;02.09.2024 11:20;700;540397;249,0;35,59;97,0;5;130164;2086;205;241;0,0;0,4;1,7;1,1;6,0;3,4;12,9;4,6;14,3;8,0;19,5;9,6;18,4;;0,0;20058,0;0;0;0;205;0;785799,0;8,5;Live;7,5;3
49M4WQgYaq4;LIVE: Statement Habeck nach Treffen mit Vertretern der Verteidigungsindustrie;27.03.2024 16:33;496;10845;178,0;36,08;2,0;0;3636;56;65;21;0,0;;;;3,9;1,3;11,7;2,5;14,7;7,8;23,4;9,3;25,5;;;303,0;0;0;0;65;0;46629,0;4,93;Live;7,5;3
W-1DJkueHZs;LIVE: Statement Verteidigungsminister Pistorius zum Sachstand Sondervermögen der Bundeswehr;20.03.2024 16:49;909;19703;328,0;36,17;2,0;0;3596;57;14;6;0,0;;;;9,0;0,7;18,2;0,7;22,4;1,3;23,5;4,6;19,6;;;158,0;0;0;0;14;0;58615,0;4,46;Live;7,5;3
WPAAC4r4yik;LIVE: Statement Friedrich Merz zur Fraktionssitzung;11.06.2024 15:46;779;31349;281,0;36,18;3,0;1;6674;73;48;27;0,0;;3,2;1,0;10,7;1,6;12,9;2,8;13,3;6,0;18,4;8,2;21,8;;;275,0;0;0;0;48;0;90605,0;5,09;Live;6,5;3
LjEyl85jjYg;LIVE: Statement GdL zur Tarifeinigung;26.03.2024 11:43;666;2613;248,0;37,26;1,0;0;632;15;6;4;0,0;;;;;;;;;;;;;;;129,0;0;0;0;6;0;13485,0;2,81;Live;6,5;3
pqhDk1-IIs0;LIVE: Landtagswahlen in Brandenburg;22.09.2024 18:58;4169;19717;155,0;0,0;8,0;2;7610;53;40;9;30,0;0,3;6,0;1,2;9,5;2,3;13,7;3,5;16,1;7,1;17,9;7,0;15,5;;;852,0;0;0;0;40;0;260286,0;2,1;Live;8,5;3
sBGOJ3VAnqs;LIVE: Rede von Pistorius im Bundestag;27.09.2024 13:32;365;9009;136,0;37,36;5,0;1;3964;91;34;11;0,0;;2,5;0,7;5,5;0,6;9,4;2,2;13,1;5,7;21,1;11,4;27,8;;;138,0;0;0;0;34;0;48190,0;6,15;Live;6,5;3
y8e7ojesubM;LIVE: Statement Bundekanzler Olaf Scholz bei der Hannover Messe;22.04.2024 11:17;155;769;60,0;39,04;0,0;0;763;3;12;2;0,0;;;;12,8;;20,5;;13,2;;16,9;16,4;20,1;;;154,0;0;0;0;12;0;14195,0;3,94;Live;8,5;3
6ZH8OeQEDXQ;LIVE: Statement US-Verteidigungsminister LLoyd Austin beim Treffen der Ukraine-Kontaktgruppe;19.03.2024 11:12;640;56542;254,0;39,72;23,0;0;13345;216;54;57;0,0;;1,4;0,3;3,0;1,0;11,0;1,8;16,0;4,1;25,6;6,8;29,1;;;688,0;0;0;0;54;0;127588,0;7,32;Live;6,5;3
45vx5G6WUy4;LIVE: Statement Heil zur Rentenanpassung;24.04.2024 13:08;274;745;110,0;40,32;0,0;0;405;5;2;2;0,0;;;;;;;;;;;;;;;16,0;0;0;0;2;0;11334,0;2,6;Live;7,5;3
dp-qa4AWXp8;LIVE: Statement von Verteidigungsminister Boris Pistorius;19.11.2024 09:32;527;508088;226,0;42,91;115,0;4;134804;1788;289;365;0,0;0,1;1,5;0,7;8,2;1,4;17,4;2,1;16,8;4,3;21,8;6,0;19,4;;;6659,0;0;0;0;289;0;1093690,0;9,47;Live;8,5;3
f_HqJGkHmCw;LIVE: Statement von Gesundheitsminister Lauterbach zur Pflegeversicherung;07.10.2024 15:14;399;8259;173,0;43,56;6,0;2;2851;19;25;52;0,0;;;1,4;7,8;4,0;14,8;7,2;13,0;12,8;18,4;9,4;11,1;;;337,0;0;0;0;25;0;36272,0;6,19;Live;8,5;3
eS1mchtowv0;LIVE: Statement von Bijan Djir-Sarai nach seinem Rücktritt als FDP-Generalsekretär;29.11.2024 11:41;262;21217;114,0;43,73;11,0;0;11111;63;10;44;0,0;0,9;6,1;1,7;15,3;2,4;13,3;2,5;10,2;4,6;15,1;8,4;19,4;;;2124,0;0;0;0;10;0;620362,0;1,23;Live;8,5;3
igFKAshTwM8;LIVE: Statement Innenminister Herrmann zum vereitelten Anschlag in Hof;13.09.2024 13:25;336;9281;147,0;43,79;1,0;0;3785;40;13;23;0,0;;2,5;1,0;7,1;1,9;10,8;3,8;14,1;6,2;20,2;11,4;20,9;;;295,0;0;0;0;13;0;53344,0;5,22;Live;8,5;3
fQf3pVGBt2U;LIVE: Landtagswahlen in Sachsen und Thüringen;01.09.2024 20:45;11791;372077;522,0;0,0;55,0;13;42689;371;164;55;63,0;0,5;4,2;1,5;9,7;4,5;14,7;3,3;14,4;6,1;16,9;7,2;17,0;;1,0;4111,0;0;0;0;164;0;291425,0;8,79;Live;7,5;2
ENWW5jjXZNA;LIVE: Statement Staatsanwaltschaft Flensburg zu Sylt-Skandal;24.05.2024 13:38;173;6072;78,0;45,43;8,0;2;4636;73;40;33;0,0;;1,5;0,5;10,0;2,0;9,7;3,1;9,1;6,8;16,0;15,8;25,4;;;1052,0;0;0;0;40;0;69917,0;2,71;Live;7,5;1
o-Nz93RQgG8;LIVE: Pressekonferenz mit Amira Mohamed Ali nach den Landtagswahlen in Brandenburg;23.09.2024 12:15;242;2125;110,0;45,51;1,0;0;1158;14;13;3;0,0;;;;12,4;3,4;13,0;4,8;11,5;7,9;18,3;8,2;20,6;;;117,0;0;0;0;13;0;20259,0;3,63;Live;8,5;3
AO7kD5cEQSk;LIVE: Rede Markus Söder bei Eröffnung der Handwerksmesse;28.02.2024 09:48;137;560;62,0;45,96;0,0;0;534;5;3;3;0,0;;;;;;;;10,4;8,0;23,6;25,0;33,0;;;27,0;0;0;0;3;0;14193,0;2,89;Live;6,5;1
0Vv9RP1ecAQ;LIVE: Statement der CDU zur Klausurtagung der Bundestagsfraktion;06.09.2024 12:56;460;22750;216,0;0,0;3,0;1;6314;167;22;44;0,0;;1,1;;4,0;1,6;8,7;2,2;10,2;7,4;18,8;16,1;29,9;;;74,0;0;0;0;22;0;61307,0;6,05;Live;7,5;3
g_1OmG7UcQk;LIVE: Statement Faeser zur China-Spionage;23.04.2024 15:00;142;343;69,0;49,0;0,0;0;296;3;7;4;0,0;;;;;;;;;;;;;;;20,0;0;0;0;7;0;9371,0;1,9;Live;6,5;1
xuYXerRwEZc;LIVE: Statement von Gesundheitsminister Lauterbach zur Krankenhausreform;22.11.2024 11:53;169;2223;82,0;49,08;2,0;0;1608;15;16;18;0,0;;5,1;1,7;20,0;3,1;19,0;5,0;9,5;7,9;8,8;9,9;9,9;;;172,0;0;0;0;16;0;30129,0;4,09;Live;8,5;3
QmAxV974gXU;LIVE: Rede Wirtschaftsminister Habeck beim Fachkräftekongress;26.02.2024 10:13;93;1505;46,0;49,78;3,0;1;1951;34;52;25;0,0;;;1,0;3,6;1,4;6,8;3,8;7,2;6,2;16,1;18,6;35,5;;;151,0;0;0;0;52;0;18124,0;2,87;Live;6,5;1
8vmFQSW3NFE;LIVE: Europawahl 2024 - Hochrechnungen und Ergebnisse;09.06.2024 19:35;6001;126478;307,0;0,0;31,0;2;24649;135;94;48;64,0;2,4;6,3;4,0;11,5;4,9;13,1;5,4;11,5;7,2;14,0;7,4;11,9;1,0;1,0;7162,0;0;0;0;94;0;191795,0;6,93;Live;7,5;2
_6ioEaxz63w;LIVE: Gedenken der Opfer des Nationalsozialismus;31.01.2024 11:25;4731;3282;244,0;0,0;1,0;0;805;28;13;8;0,0;;;;7,4;;8,9;;8,0;10,3;15,4;14,9;35,1;;;122,0;0;0;0;9;0;24834,0;1,47;Live;8,0;1
xxCjlld5kqU;LIVE: Statement von Bundespräsident Steinmeier zum Ampel-Aus;07.11.2024 11:11;244;15325;131,0;53,91;3,0;0;6991;111;54;50;0,0;0,3;2,3;1,0;7,4;2,2;11,7;2,6;10,2;6,3;16,3;13,4;26,2;;;812,0;0;0;0;54;0;39753,0;7,61;Live;6,5;3
nJ2jnjKH5lA;LIVE: Statement Bundeskanzler Scholz bei Kommando Spezialkräfte der Bundeswehr;05.03.2024 14:27;77;640;45,0;59,38;2,0;0;841;8;10;5;0,0;;;;10,1;;10,1;;12,0;6,4;17,4;15,7;28,3;;;22,0;0;0;0;10;0;15333,0;4,09;Live;7,5;3
vEnVDsiGtT8;Preise für Olivenöl ziehen massiv an: Ernteausfälle wegen Trockenheit | ntv;13.08.2024 11:51;106;1110;65,0;61,63;0,0;0;1020;37;5;22;14,0;;;;10,0;;16,2;12,5;17,8;3,1;20,6;5,8;13,9;;;64,0;8;0;0;5;0;25703,0;2,28;Live;8,5;1
uNVB1MrMQlA;LIVE: Statement der SPD zum Rücktritt von Generalsekretär Kühnert;08.10.2024 14:11;1051;13634;75,0;0,0;6,0;3;10797;16;50;6;0,0;0,9;3,2;1,6;5,9;1,8;7,3;2,7;8,2;6,6;15,8;16,3;29,6;;;2495,0;0;0;0;50;0;1811936,0;1,9;Live;7,5;3
jDauRsN_Ixs;LIVE: Pressekonferenz Unicef und Ministerin Schulze zur Lage der Kinder in der Ukraine;23.02.2024 11:31;1656;808;123,0;74,7;0,0;0;392;3;1;1;0,0;;;;;;;;;;;;;;;28,0;0;0;0;1;0;21845,0;1,25;Live;8,5;1
99nO3YnE-cI;LIVE: Pressekonferenz von SPD und BSW in Brandenburg zum Koalitionsvertrag;27.11.2024 14:26;1265;9912;100,0;79,7;1,0;1;5901;16;27;8;0,0;;1,8;1,0;6,0;1,7;10,1;2,4;11,0;7,4;18,5;12,2;27,9;;;726,0;0;0;0;27;0;51153,0;2,5;Live;8,0;3
okyQYAYMRjo;LIVE: Statement Baerbock von der UN-Vollversammlung in New York;25.09.2024 15:44;796;108984;65,0;0,0;18,0;0;99502;103;262;120;0,0;0,1;0,4;0,5;1,6;1,8;4,5;3,7;7,3;10,5;17,2;22,8;29,3;;;13571,0;0;0;0;262;0;109241,0;8,87;Live;7,5;3
UBmTPtXk3Ss;LIVE: Pressekonferenz DFB;01.07.2024 14:43;2207;12051;188,0;0,0;3,0;2;3832;34;1;4;0,0;;;0,9;5,1;1,5;9,3;2,8;10,4;7,9;19,6;12,9;29,6;;;300,0;0;0;0;1;0;56933,0;2,47;Live;6,5;3
Et6qBHLQ77U;LIVE: Olaf Scholz spricht beim BGA-Unternehmertag;02.10.2024 13:39;1761;12416;151,0;0,0;6,0;1;4929;30;53;9;0,0;;1,2;;5,5;1,5;11,9;2,5;12,8;8,8;20,9;11,9;23,0;;;398,0;0;0;0;53;0;70380,0;4,02;Live;8,5;3
CddjnRKCYKU;LIVE: Statement der SPD nach Nominierung von Scholz zum Kanzlerkandidaten;25.11.2024 14:16;2291;70484;202,0;0,0;13,0;1;20840;66;319;32;0,0;1,4;7,3;3,0;15,1;3,0;13,0;2,8;10,6;4,5;13,1;8,3;17,8;;;4482,0;0;0;0;319;0;2181168,0;5,9;Live;8,5;3
75kvEns-XkA;LIVE: Scholz' Regierungserklärung und anschließende Aussprache in voller Länge | ntv;13.11.2024 15:50;7738;319964;816,0;0,0;56,0;0;23499;179;72;133;53,0;0,7;4,4;1,8;11,0;2,9;14,4;3,5;11,5;7,0;14,7;10,0;18,0;;;4351,0;0;0;0;72;0;387164,0;4,14;Live;6,5;2
hJS1NLrwwIs;LIVE: Bedeutung des Autos sinkt, es bleibt aber unverzichtbar;24.10.2024 10:24;1142;11785;103,0;0,0;2,0;5;6823;43;18;28;0,0;;2,1;0,5;6,5;1,3;9,4;2,2;9,4;6,0;17,1;13,1;32,3;;;891,0;0;0;0;18;0;120672,0;1,57;Live;6,5;3
l2LVrG0G8DQ;LIVE: Regierungsbefragung  der Minister Faser und Wissing;09.10.2024 13:36;1943;15385;182,0;0,0;2,0;1;5046;69;34;21;0,0;;0,8;;3,3;0,9;5,9;3,1;8,3;7,9;18,3;17,0;34,4;;;410,0;0;0;0;34;0;37763,0;3,65;Live;6,5;3
TDvN7luRopQ;LIVE: Pressekonferenz DFB;25.03.2024 17:01;1151;2468;109,0;0,0;2,0;3;1349;20;4;2;0,0;;;;4,1;;12,2;;11,7;5,4;19,6;15,1;31,9;;;83,0;0;0;0;4;0;35224,0;1,22;Live;6,5;1
